due,167
turning,36
types,17
tied,17
output,26
road,295
latter,23
speeds,69
rpms,26
depending,33
upon,51
gear,95
steady,9
systems,63
normally,30
need,499
assist,32
regardless,44
lengthy,5
fullcolor,1
brochure,12
says,152
variable,18
powerassist,1
rackandpinion,3
tech,177
specs,28
page,37
30,100
cannot,38
system,241
thinks,48
secret,17
covers,9
brouchure,1
website,71
specifications,7
bodysuspensionchassis,1
torquesensitive,1
powerassisted,2
2tl,1
speedsensitive,1
heres,60
link,48
httpwww,168
commodeltltlspecresults,1
asp,2
25,66
decline,7
downshifting,1
45,32
happens,63
factors,23
pronounced,7
corrective,1
actions,3
include,67
differentials,3
provide,48
simultaneously,7
standing,13
floor,27
pulls,15
direction,31
correct,96
straight,47
encountered,1
notice,73
aggressively,4
accelerating,12
curve,31
pull,68
intended,22
alot,10
references,5
went,233
guy,181
hand,138
30hp,3
shouldnt,58
load,20
oh,116
improvements,31
moves,16
audis,173
times,220
tiptronic,20
currently,114
2001,31
platform,102
upgraded,51
expect,84
increase,91
indications,2
pack,42
300,96
tested,48
hmmm,13
03,11
huh,18
th3,1
current,371
250hp,8
yes,342
250,40
258,7
lbft,31
fully,96
online,26
1850,3
rpm,91
scoots,4
seeing,51
move,106
s4s,32
easier,47
coming,165
decisions,16
making,166
merit,15
explain,33
higher,198
terms,94
cultural,5
americans,40
adventurous,1
entrepreneurial,1
spirit,6
chances,21
nature,17
somewhat,115
genetic,1
vast,15
number,172
us,461
descended,2
immigrants,3
took,194
tremendous,7
risk,54
courage,2
brave,1
unknown,10
areas,39
design,96
bore,6
breakthrough,3
germans,92
chuck,3
scratch,9
witness,4
decades,40
products,89
stylish,5
inventive,2
refined,47
cabforward,1
nightvision,2
culture,9
traditional,23
entire,60
honoring,1
tradition,3
status,21
quo,1
yank,1
kicking,8
screaming,20
20th,1
war,15
ii,12
simplistic,2
bear,6
taking,84
idea,138
refining,5
perfect,111
innovation,2
saw,150
invented,8
japan,42
vcrs,1
computer,50
cell,15
phones,9
microwave,1
oven,2
inventions,2
innovations,3
germany,49
safety,79
scandinavia,1
turbos,35
5cylinders,1
distill,2
essence,12
toyotas,21
hondas,44
transportation,24
appliances,9
knockoffs,2
albeit,15
sometimes,111
somebody,35
originally,28
step,59
soap,3
box,37
await,3
wailing,1
benjaminh,68
quotesmichaell,14
dino001,80
saidbtw,4
incentives,85
stinger,75
grand,150
specific,35
lease,688
captive,7
program,57
24,46
rebate,25
plus,271
conquest,12
deal,324
residual,83
likely,156
inflated,19
insane,28
overproduced,5
big,486
gt,112
12200,6
gt2,18
levels,54
10k,91
leasing,103
immediately,57
buying,226
jawdropping,4
incentive,34
amazing,70
discount,108
negotiate,13
2410,2
aforementioned,4
51,9
mf,53
00191,2
58,7
stickers,8
north,78
50k,131
iirc,24
350,71
kia,122
key,49
fob,13
scam,9
400,53
disposition,8
fee,63
waived,4
finance,40
quotesroadburner,21
saidim,13
giving,81
gts,34
dawd,5
allows,30
select,52
default,14
fr,16
split,27
sending,16
rear,270
axle,16
fitted,14
mechanical,30
feature,101
gripe,8
2er,13
hoping,47
legitimately,6
quicker,57
quarter,29
mid,92
twelves,5
remembering,3
correctly,24
genesis,166
g70,14
dealership,201
cahoots,3
basically,139
works,82
doctor,6
paperwork,12
behind,102
closed,14
doors,44
returned,18
receipt,3
writing,15
drop,66
date,41
manager,36
wasnt,186
whats,90
edit,19
answered,9
hurts,6
andres3,59
saidalso,2
case,183
bank,32
evidence,37
widespread,6
michaell,48
quotesbenjaminh,13
rough,22
math,45
additional,46
2k,32
sticker,90
25k,33
e,141
542,1
capital,8
payment,158
120,12
financial,54
fees,44
taxes,40
640feestaxesmonth,1
700720,1
per,184
short,151
term,99
24month,1
essentially,65
330,36
61,7
00142,1
gotten,83
4k,40
slightly,70
bimmer,42
equipment,89
adding,32
hundred,34
bucks,35
principal,3
2019,40
tlx,515
2020s,1
2020,22
superhandling,2
2500,40
httpswww,58
comtoolscurrentluxurycarsuvoffersleasing,2
featured,5
standard,284
expires,16
030220,1
shawd,174
loyaltyconquest,1
wellqualified,1
lessees,3
2010,92
volvo,228
389,2
36,69
2499,2
total,118
signing,21
stickguy,130
saidbut,10
lousy,11
depreciation,55
mitigated,1
huge,141
upfront,12
buyout,8
charges,26
run,191
unless,155
interest,85
loan,46
tier,11
open,58
rates,50
3648,1
loans,10
crazy,45
quotesandres3,15
happened,57
particularly,45
lucky,28
unlucky,4
generally,55
assume,168
general,54
rules,26
regulations,10
contract,18
written,31
fatally,1
flawed,9
incompetently,1
rigged,1
benefit,18
recourse,3
customer,128
challenge,8
inaccuracies,2
csi,3
tracking,3
lose,40
odd,35
theyd,29
burn,16
dent,4
weekly,6
350week,1
therefore,23
finances,9
billing,1
collecting,1
faulty,5
reeks,1
odor,1
confident,13
credible,4
mine,132
whos,25
example,124
kiaofcherryhill,1
comsearchnewkiastingercherryhillnj,1
spr0cy08002md7494mk30tpnew,1
54k,5
invoice,30
50726,1
49500,1
nj,33
tax,59
oop,1
670,1
acq,1
595,3
450,18
doc,7
reg,2
700,26
forced,46
video,47
engineering,60
explained,17
advantages,15
naturally,27
aspirated,20
attorney,6
you’ll,6
fit,123
roadburner,85
sense,151
back,779
wanted,235
kona,2
significant,65
helped,25
within,100
v90,6
xc,4
20k,42
factor,117
equates,8
rate,69
reduce,23
expense,22
average,102
reduction,42
saidevidence,1
ha,19
funny,73
calculation,12
win,56
argument,48
court,8
beef,4
guaranteed,9
suing,3
figures,31
falls,18
threshold,6
collectors,1
sue,9
fall,54
hate,43
games,11
begin,29
throw,57
punch,7
turn,148
collection,12
agency,7
primary,22
mission,8
miserable,8
chump,6
change,318
saidthey,6
affect,38
credit,83
rating,40
kyfdx,53
quotesstickguy,9
suppose,34
score,19
keepers,1
pocket,34
banks,4
dispute,8
thank,35
democrats,1
protection,19
harp,4
cash4clunkers,1
bailouts,2
abomination,1
beginning,31
cease,1
desist,1
letter,15
sales,384
smaller,141
ilx,228
2741,3
a3,269
2237,3
2series,9
1772,3
regal,49
1202,3
ct4,5
41,9
midsize,38
10613,3
9247,3
q50,132
5757,3
5484,3
3949,3
mkz,45
3482,3
ct5,3
3000,30
2712,3
2635,3
2074,3
giulia,15
1759,4
saidentrylevel,2
wheres,4
tesla,106
sells,50
combined,28
aclass,5
replacement,36
baby,32
speculation,3
name,133
retired,10
possibly,48
rsx,14
integra,20
2nd,44
hatch,55
hatchback,7
speculated,4
x1size,1
suv,87
leaks,4
weve,70
happening,11
calendar,5
2021,8
explorerx4,1
2018,59
saidexplorerx4,1
it’s,31
updated,29
instead,128
eliminating,3
saidluxury,1
vw,288
arteon,2
definitely,133
audilike,3
jettalike,1
a5,28
sportsback,2
wonder,150
4motion,6
exactly,125
audi’s,5
quattro,82
that’s,24
often,190
browse,4
audivw,5
geek,3
sites,17
careful,16
isn’t,6
quite,290
configurations,11
upper,29
40s,21
50s,20
tradeoff,4
delivers,4
essentials,3
6year,6
btb,2
trust,30
scandals,6
long,476
saidit,8
672,3
bummer,9
336,3
word,66
saidyou,10
yr50k,1
dealers,343
extended,43
became,40
difficult,60
coverage,15
hitting,15
profit,37
margins,14
disappearing,4
programs,34
paid,122
knew,63
wvaudi,2
cost,413
cutting,19
support,52
sins,5
delay,9
circlew,20
saidlooks,4
rental,81
fodder,1
replacing,27
sel,16
tarted,11
bell,5
whistle,4
rline,3
tiguan,17
darn,8
overpriced,19
giant,16
able,196
costco,15
super,74
aggressive,37
matched,9
dealerships,75
claimed,13
catches,6
listen,25
waste,19
spiel,2
sell,231
72k,3
bumper,31
warranted,5
nd,2
saidnice,6
digital,5
hd,5
cluster,6
gauges,6
pano,3
roof,37
leatherette,25
gray,28
stone,8
blue,81
grayish,2
bluish,2
hint,15
green,21
combo,28
ice,17
silver,33
light,141
white,111
nardo,2
discontinued,16
salesman,59
0t,108
tuned,28
87,7
octane,11
vertically,2
lengthwise,2
welldesigned,4
handy,5
transferable,5
gimmick,3
hyundaikia,4
alltrack,4
31k,9
miles,720
felt,142
2wd,9
lighterpeppier,2
acceleration,86
dry,21
reminded,13
saidnd,1
schedule,18
undermiles,1
promised,8
twice,73
week,143
tomorrow,18
thurs,2
weekend,66
sept,12
3rd,40
hyundai,100
btob,4
560,3
ditched,6
saidwell,22
2019s,2
saidhenry,1
spare,56
hot,83
button,32
blow,15
night,79
holiday,9
middle,58
nowhere,27
donut,5
hotel,27
day,271
store,52
shredded,2
fix,88
helping,15
prior,26
heck,47
pulled,37
tray,2
insert,3
screw,12
hole,16
attach,2
bold,14
accessory,7
rdx,70
retrofitting,2
problems,148
renew,1
aaa,11
membership,3
tow,24
included,73
lazarus,1
moment,29
six,51
perhaps,282
kit,17
dealer,708
installed,45
worry,61
wouldn’t,6
didn’t,9
foam,7
filler,4
i’m,24
calculates,4
midlevel,7
28k,6
costs,182
lowest,25
52k,5
financially,20
account,43
achieved,6
contrast,15
full,157
erases,2
ten,42
hybrid,76
sonata,19
margin,32
awesome,27
appealing,24
highway,172
550,23
using,99
epa,94
mpg,322
actual,101
600,27
saidthe,27
66,13
rv,5
40,88
yrs,41
hahahahaha,2
precision,10
4wheel,16
available,226
costing,23
70000,5
4ws,3
four,88
90k,4
porsche,176
panamera,8
1600,4
comusamodelstartall,1
saidmy,12
comperformancemodalsprecisionallwheelsteer,1
click,9
comtlxfeaturespowerhandling,1
article,101
vehicles,277
includes,66
high,320
a6,137
a7,13
a8,26
autoguide,1
comautonews201811whatvehicleshaverearwheelsteering,1
html,59
buried,8
deluge,1
info,72
section,13
press,44
httpsacuranews,2
comenusreleasesrelease4ab1e0fb10674d7791526ba08c42d93f2018acuratlxoverview,1
qbrozen,58
alg,8
apparently,73
puts,47
31,16
means,130
4000,26
saying,176
home,132
charger,43
500,105
install,20
1k,21
expansive,1
a220,2
credits,8
wildcard,4
pc,7
batteries,13
upgradeable,4
perfectly,40
fine,194
saidwonder,4
httpsinsideevs,1
comnews390520todayfederaltaxcreditteslagone,1
battery,49
designed,43
300000,2
regular,90
500000,10
wired,2
comstoryteslamaysoonhaveabatterythatcanlastamillionmiles,1
software,51
updates,15
web,27
comsupportsoftwareupdates,1
million,38
httpselectrek,3
co20181015tesladriveaftermillionmilestest,1
horror,5
stories,25
i’ve,7
needing,14
collision,17
can’t,16
negative,30
owning,47
stream,9
sda,15
city,95
louisville,10
center,51
cincinnati,57
indianapolis,2
comfinduslistservicesunited,1
must,196
realized,27
bad,271
aftermarket,41
supporting,8
lack,84
render,4
useless,10
house,56
led,20
lightbulbs,1
supposed,46
shares,9
bigger,127
thread,55
devoted,2
process,38
45000,6
30k,87
comusenstinger,1
starts,71
48k,17
shooting,5
36k37k,2
deceptive,5
instance,57
38k,12
local,123
45k,49
singer,2
side,189
reach,37
becomes,24
alex,6
autos,47
44,9
300h,2
plugin,2
happen,97
competitor,28
everybody,38
lost,87
saidwhen,6
39,18
5k40,1
a4s,27
stock,141
50,106
upscale,34
german,225
brands,169
mostly,111
inventory,54
allotments,8
view,42
majority,54
strippers,3
lowend,3
leases,105
20,149
order,186
nobody,55
convince,23
markets,26
apart,42
fits,34
taste,27
target,34
confirmation,2
bias,19
theyll,56
blame,38
slowdown,4
seasons,18
drought,1
rain,19
moon,10
phase,6
president,10
united,3
science,5
kias,8
msrps,12
pure,25
fantasies,1
drawn,5
accountants,3
later,115
brought,55
reality,57
manufacturers,111
minus,13
perspective,46
packaging,13
packages,58
spec,19
basetechadvanced,2
strippo,5
gizmos,10
saidthat’s,2
comprehensive,4
approach,40
elaborate,10
hatchbacks,5
wagons,35
combinations,9
playing,39
safe,35
whereas,26
willing,71
individuals,9
offbeat,3
tastes,43
pare,2
necessary,26
efforts,9
buyer,87
cookie,4
cutter,5
appointed,6
nevertheless,9
trucks,38
toyotalexus,9
seriously,58
supra,4
toas,1
call,142
misspent,1
street,39
racing,18
youth,3
tjc78,2
86,3
wish,76
abou,1
btw,165
quotesdino001,11
wow,81
handles,79
nicely,41
overly,11
fwdish,1
buddy,30
lunch,14
ask,94
flip,17
keys,21
teenager,4
dream,27
climbed,4
steadily,2
47000,4
louisvillebmw,1
comnewjeffersoncounty2019bmw3seriesbasewba5r7c57kfh22142,1
boat,22
backed,19
loaner,90
someday,7
ship,9
sailed,2
x3,103
chaching,2
saidi,111
realize,46
42k,16
youd,80
depowered,1
320i,206
mixed,22
184225,1
248,1
size,189
wise,34
1995,45
188,2
inches,33
185,4
190,11
194,4
wider,16
garage,79
opening,6
26000,1
gas,251
hes,76
saved,46
2000,66
electricity,2
gasoline,77
telsa,3
50000,33
discounts,47
30000,14
luxurious,27
20000,14
fuel,235
savings,37
26k,5
14k,8
1200,17
100000,11
keeps,40
replace,75
10000,30
repair,66
luck,67
200k,14
major,105
environmental,3
rid,28
recycle,2
longterm,22
favors,5
appeal,27
ps,3
recharge,1
anxiety,6
practicality,5
purposes,31
imho,111
meh,11
carnaught,19
sortof,1
ok,160
empty,22
supercharger,17
hour,36
recharge—compared,1
fillup,2
minutes,71
trips,35
strip,6
mall,2
study,8
5year,3
le,17
httpsloupventures,2
comteslamodel3costofownershipslightlycheaperthanacamry,2
safest,2
posted,81
club,65
annual,11
advisor,17
m340i,2
xdrive,64
impressions,20
tick,18
filters,12
scared,7
lift,15
brake,87
including,105
glass,25
cockpit,8
idrive,33
considerably,13
voice,24
recognition,7
quickly,69
accurately,2
sound,155
surprisingly,22
i’d,4
audition,1
hk,10
upgrade,95
slouch,7
masks,1
bulk,5
degree,24
m240i,4
382,1
diff,34
exceed,12
200000,7
outselling,3
ell,12
httpscleantechnica,2
com20190810teslamodel3outsoldbmwmercedesaudilexuscompetitorsin2ndquarterinusabyalandslide,2
saidbenjaminh,1
18,74
watching,20
videos,11
doubts,5
slowly,17
falling,15
away,195
whichever,11
minimum,20
70,38
retention,2
capacity,12
comsupportvehiclewarranty,1
longrange,3
120000,6
somewhere,58
expects,7
wear,66
loses,2
shape,33
revert,4
q1,1
maintain,52
q2,2
anybody,33
onetime,2
q4,1
ev,11
pray,3
aspects,14
respect,40
convinced,17
precise,32
probability,3
complete,30
failure,23
significantly,46
mathematical,1
nontrivial,1
ignore,17
calculus,4
energy,18
portability,1
seemingly,20
edge,19
player,17
growing,18
electric,54
allin,1
46,12
49,5
80,48
shocking,5
oil,352
changes,87
x,70
1000,57
estimate,13
39k,20
indicate,21
6000,10
favor,38
years100000,1
wondering,41
150000,4
8000,8
needed,108
economics,9
shifting,33
toward,32
electrics,1
specifically,24
doubt,111
elon,4
musk,5
double,39
co20190423teslabatterymillionmileselonmusk,1
pans,1
teslas,5
motors,31
inherently,3
lasting,3
internal,8
combustion,4
highmileage,4
become,70
gone,96
skeptic,2
unit,29
commercial,18
truck,74
modules,4
300k,1
500k,6
1500,53
cycles,2
7k,15
co20190413teslamodel3longevityclaimselonmusk,1
limits,41
prevent,9
opposed,15
duty,14
afford,105
train,33
aint,32
meeting,6
christmas,8
eve,3
trip,90
pm,10
boondocks,1
nys,2
crappy,12
weather,59
charging,17
area,102
charge,72
hours,34
worse,71
leaf,6
bolt,3
suitable,5
truckster,1
travel,33
tlxs,18
tank,41
beyond,69
produce,32
supercharge,5
normal,82
commuting,11
town,61
filling,9
minimized,1
network,26
guides,5
recommended,19
slower,26
minute,26
meal,2
sightseeing,1
access,22
hed,14
maker,12
gassing,2
stations,17
everywhere,20
swing,5
gassed,1
usage,7
concern,29
travelling,4
pit,5
bathroom,2
stretch,22
eating,10
food,30
rural,7
weird,22
comfortable,90
moot,2
equivalent,19
points,59
elons,1
predictions,2
pan,4
words,61
lasts,6
rest,87
life—even,2
multiple,32
times—with,1
minimal,15
54,6
till,3
70—if,1
age,47
preview,2
nextgeneration,1
kelley,1
guesses,2
nextgen,1
arrive,16
sometime,16
summer,87
firm,29
location,17
charlotte,3
moved,33
positions,3
office,19
requires,21
downtown,8
blocks,5
paying,84
park,39
together,54
separately,5
listening,9
radio,39
don’t,24
soon,107
weekends,9
occasional,7
opposite,27
separate,28
rock,23
80s,19
hair,5
nation,4
listens,3
pitbull,2
obviously,67
qualities,9
grounds,1
divorce,2
xm,9
repetition,3
tiresome,2
repetitive,2
bounce,4
avoid,20
oldies,2
genre,2
aren’t,3
songs,5
catalogue,2
branch,2
music,14
shortage,10
era,18
ota,2
satellite,8
playlists,2
criteria,31
listeners,1
thousand,30
tunes,7
preferred,23
hundreds,11
usb,14
mix,29
dropping,10
create,17
desire,19
seek,8
leaves,12
cold,59
affliction,1
sirius,6
xmu,1
ch,1
35,38
21st,2
song,8
band,8
broken,15
bells,15
called,129
topic,49
concept,27
scotty,7
kilmer,3
controversial,6
pov,2
increased,35
plastics,5
plastic,33
23,75
18500,2
economic,7
erasing,1
22k,9
july,24
unlike,27
federal,7
7500,7
expired,5
electric—if,1
dislikes,11
working,49
minis,3
junk,13
fact,317
language,12
insensitive,2
“thumbs,1
scotty”,1
b,32
tptb,1
figure,84
strike,7
images,1
started,111
muting,1
functions,6
mute,2
moron,5
positive,38
stubby,1
trunk,80
lid,6
